000940|上海|宝山区|
025569|内蒙|赤峰|
025572|内蒙|赤峰|
025573|内蒙|赤峰|
025574|内蒙|阿鲁科尔沁旗|
025575|内蒙|赤峰|
025576|内蒙|赤峰|
025577|内蒙|阿鲁科尔沁旗|
025578|内蒙|赤峰|
025579|内蒙|阿鲁科尔沁旗|
025581|内蒙|赤峰|
025582|内蒙|赤峰|
025583|内蒙|阿鲁科尔沁旗|
025671|内蒙|阿鲁科尔沁旗|
026000|内蒙|锡林郭勒盟|
026001|内蒙|锡林浩特|
026002|内蒙|锡林浩特|
026003|内蒙|锡林浩特|
026004|内蒙|锡林浩特|
026005|内蒙|锡林浩特|
026006|内蒙|锡林浩特|
026009|内蒙|锡林郭勒盟 锡林浩|
026012|内蒙|锡林郭勒盟 锡林浩|
026013|内蒙|锡林郭勒盟 锡林浩|
026014|内蒙|锡林郭勒盟 锡林浩|
026015|内蒙|锡林郭勒盟 锡林浩|
026016|内蒙|锡林浩特|
026017|内蒙|锡林郭勒盟 锡林浩|
026018|内蒙|锡林郭勒盟 锡林浩|
026019|内蒙|锡林郭勒盟 锡林浩|
026021|内蒙|锡林浩特|
026022|内蒙|锡林浩特|
026200|内蒙|锡林郭勒盟 西乌珠|
026206|内蒙|西乌珠穆沁旗|
026207|内蒙|西乌珠穆沁旗|
026208|内蒙|锡林郭勒盟 西乌珠|
026209|内蒙|西乌珠穆沁旗|
026211|内蒙|西乌珠穆沁旗|
026212|内蒙|西乌珠穆沁旗|
026213|内蒙|西乌珠穆沁旗|
026214|内蒙|西乌珠穆沁旗|
026215|内蒙|西乌珠穆沁旗|
026216|内蒙|西乌珠穆沁旗|
026217|内蒙|西乌珠穆沁旗|
026218|内蒙|西乌珠穆沁旗|
026219|内蒙|西乌珠穆沁旗|
026221|内蒙|西乌珠穆沁旗|
026222|内蒙|西乌珠穆沁旗|
026223|内蒙|西乌珠穆沁旗|
026224|内蒙|西乌珠穆沁旗|
026225|内蒙|西乌珠穆沁旗|
026226|内蒙|西乌珠穆沁旗|
026228|内蒙|西乌珠穆沁旗|
026229|内蒙|西乌珠穆沁旗|
026300|内蒙|锡林郭勒盟 东乌珠|
026306|内蒙|东乌珠穆沁旗|
026307|内蒙|锡林郭勒盟 东乌珠|
026308|内蒙|东乌珠穆沁旗|
026309|内蒙|东乌珠穆沁旗|
026311|内蒙|锡林郭勒盟 东乌珠|
026312|内蒙|东乌珠穆沁旗|
026313|内蒙|锡林郭勒盟 东乌珠|
026314|内蒙|东乌珠穆沁旗|
026315|内蒙|锡林郭勒盟 东乌珠|
026316|内蒙|锡林郭勒盟 东乌珠|
026317|内蒙|东乌珠穆沁旗|
026318|内蒙|东乌珠穆沁旗|
026319|内蒙|东乌珠穆沁旗|
026321|内蒙|锡林郭勒盟 东乌珠|
026322|内蒙|锡林郭勒盟 东乌珠|
026323|内蒙|锡林郭勒盟 东乌珠|
026324|内蒙|锡林郭勒盟 东乌珠|
027000|内蒙|锡林郭勒盟 太仆寺|
027006|内蒙|太仆寺旗|
027007|内蒙|太仆寺旗|
027008|内蒙|锡林郭勒盟 太仆寺|
027009|内蒙|锡林郭勒盟 太仆寺|
027011|内蒙|太仆寺旗|
027012|内蒙|太仆寺旗|
027013|内蒙|锡林郭勒盟 太仆寺|
027014|内蒙|太仆寺旗|
027015|内蒙|太仆寺旗|
027016|内蒙|锡林郭勒盟 太仆寺|
027017|内蒙|太仆寺旗|
027018|内蒙|太仆寺旗|
027019|内蒙|太仆寺旗|
027022|内蒙|太仆寺旗|
027023|内蒙|太仆寺旗|
027024|内蒙|太仆寺旗|
027025|内蒙|太仆寺旗|
027200|内蒙|锡林郭勒盟 正蓝旗|
027206|内蒙|锡林郭勒盟 正蓝旗|
027207|内蒙|正蓝旗|
027208|内蒙|锡林郭勒盟 正蓝旗|
027209|内蒙|正蓝旗|
027211|内蒙|锡林郭勒盟 正蓝旗|
027212|内蒙|锡林郭勒盟 正蓝旗|
027213|内蒙|锡林郭勒盟 正蓝旗|
027214|内蒙|锡林郭勒盟 正蓝旗|
027216|内蒙|锡林郭勒盟 正蓝旗|
027217|内蒙|锡林郭勒盟 正蓝旗|
027218|内蒙|正蓝旗|
027219|内蒙|正蓝旗|
027221|内蒙|锡林郭勒盟 正蓝旗|
027223|内蒙|正蓝旗|
027300|内蒙|锡林郭勒盟 多伦县|
027306|内蒙|锡林郭勒盟 多伦县|
027307|内蒙|多伦县|
027308|内蒙|锡林郭勒盟 多伦县|
027309|内蒙|多伦县|
027311|内蒙|多伦县|
027312|内蒙|多伦县|
027313|内蒙|多伦县|
027314|内蒙|多伦县|
027315|内蒙|多伦县|
027316|内蒙|多伦县|
028000|内蒙|通辽|
028006|内蒙|通辽|
028007|内蒙|通辽|
028008|内蒙|通辽|
028009|内蒙|通辽|
028012|内蒙|通辽|
028013|内蒙|通辽|
028014|内蒙|通辽|
028015|内蒙|通辽|
028016|内蒙|通辽|
028017|内蒙|通辽|
028018|内蒙|通辽|
028019|内蒙|通辽|
028021|内蒙|通辽|
028022|内蒙|通辽|
028023|内蒙|通辽|
028024|内蒙|通辽|
028025|内蒙|通辽|
028026|内蒙|通辽|
028027|内蒙|通辽|
028028|内蒙|通辽|
028029|内蒙|通辽|
028031|内蒙|通辽|
028032|内蒙|通辽|
028033|内蒙|通辽|
028034|内蒙|通辽|
028035|内蒙|通辽|
028036|内蒙|通辽|
028100|内蒙|通辽|
028105|内蒙|科尔沁左翼后旗|
028106|内蒙|通辽|
028107|内蒙|科尔沁左翼后旗|
028108|内蒙|通辽|
028109|内蒙|科尔沁左翼后旗|
028111|内蒙|通辽|
028112|内蒙|科尔沁左翼后旗|
028114|内蒙|科尔沁左翼后旗|
028115|内蒙|通辽|
028116|内蒙|科尔沁左翼后旗|
028117|内蒙|通辽|
028118|内蒙|科尔沁左翼后旗|
028119|内蒙|科尔沁左翼后旗|
028121|内蒙|科尔沁左翼后旗|
028122|内蒙|通辽|
028123|内蒙|科尔沁左翼后旗|
028124|内蒙|科尔沁左翼后旗|
028125|内蒙|通辽|
028126|内蒙|通辽|
028127|内蒙|通辽|
028128|内蒙|科尔沁左翼后旗|
028129|内蒙|科尔沁左翼后旗|
028200|内蒙|通辽|
028206|内蒙|通辽|
028207|内蒙|通辽|
028208|内蒙|库伦旗|
028209|内蒙|库伦旗|
028211|内蒙|通辽|
028212|内蒙|库伦旗|
028213|内蒙|通辽|
028214|内蒙|通辽|
028215|内蒙|库伦旗|
028216|内蒙|通辽|
028217|内蒙|通辽|
028218|内蒙|通辽|
028219|内蒙|通辽|
028221|内蒙|库伦旗|
028300|内蒙|通辽|
028305|内蒙|奈曼旗|
028306|内蒙|通辽|
028307|内蒙|通辽|
028308|内蒙|奈曼旗|
028309|内蒙|通辽|
028311|内蒙|通辽|
028312|内蒙|通辽|
028313|内蒙|奈曼旗|
028314|内蒙|通辽|
028315|内蒙|奈曼旗|
028316|内蒙|通辽|
028317|内蒙|通辽|
028318|内蒙|奈曼旗|
028319|内蒙|通辽|
028321|内蒙|通辽|
028322|内蒙|通辽|
028323|内蒙|奈曼旗|
028324|内蒙|通辽|
028325|内蒙|通辽|
028326|内蒙|通辽|
028327|内蒙|通辽|
028328|内蒙|通辽|
028329|内蒙|奈曼旗|
028331|内蒙|奈曼旗|
028400|内蒙|通辽|
028405|内蒙|开鲁县|
028406|内蒙|通辽|
028407|内蒙|开鲁县|
028408|内蒙|通辽|
028409|内蒙|通辽|
028411|内蒙|通辽|
028412|内蒙|通辽|
028413|内蒙|通辽|
028414|内蒙|通辽|
028415|内蒙|通辽|
028416|内蒙|通辽|
028417|内蒙|通辽|
028418|内蒙|开鲁县|
028419|内蒙|开鲁县|
029100|内蒙|通辽|
029105|内蒙|扎鲁特旗|
029106|内蒙|通辽|
029107|内蒙|通辽|
029108|内蒙|通辽|
029109|内蒙|通辽|
029111|内蒙|通辽|
029112|内蒙|扎鲁特旗|
029113|内蒙|通辽|
029114|内蒙|通辽|
029115|内蒙|通辽|
029116|内蒙|扎鲁特旗|
029117|内蒙|通辽|
029118|内蒙|通辽|
029119|内蒙|扎鲁特旗|
029121|内蒙|通辽|
029122|内蒙|通辽|
029123|内蒙|通辽|
029124|内蒙|扎鲁特旗|
029200|内蒙|通辽|
029207|内蒙|霍林郭勒|
029208|内蒙|霍林郭勒|
029209|内蒙|霍林郭勒|
029300|内蒙|通辽|
029305|内蒙|科尔沁左翼中旗|
029306|内蒙|科尔沁左翼中旗|
029307|内蒙|通辽|
029308|内蒙|科尔沁左翼中旗|
029309|内蒙|科尔沁左翼中旗|
029311|内蒙|通辽|
029312|内蒙|科尔沁左翼中旗|
029313|内蒙|通辽|
029314|内蒙|科尔沁左翼中旗|
029315|内蒙|通辽|
029316|内蒙|科尔沁左翼中旗|
029317|内蒙|科尔沁左翼中旗|
029319|内蒙|科尔沁左翼中旗|
029321|内蒙|通辽|
029322|内蒙|通辽|
029323|内蒙|通辽|
029324|内蒙|科尔沁左翼中旗|
029325|内蒙|科尔沁左翼中旗|
029326|内蒙|通辽|
029327|内蒙|通辽|
029328|内蒙|通辽|
029329|内蒙|科尔沁左翼中旗|
029331|内蒙|通辽|
029400|内蒙|兴安盟 科尔沁右翼|
029405|内蒙|科尔沁右翼中旗|
029406|内蒙|兴安盟 科尔沁右翼|
029407|内蒙|兴安盟 科尔沁右翼|
029408|内蒙|兴安盟 科尔沁右翼|
029409|内蒙|兴安盟 科尔沁右翼|
029411|内蒙|科尔沁右翼中旗|
029412|内蒙|科尔沁右翼中旗|
029413|内蒙|兴安盟 科尔沁右翼|
029414|内蒙|兴安盟 科尔沁右翼|
029415|内蒙|兴安盟 科尔沁右翼|
029416|内蒙|兴安盟 科尔沁右翼|
029417|内蒙|兴安盟 科尔沁右翼|
029418|内蒙|兴安盟 科尔沁右翼|
029419|内蒙|兴安盟 科尔沁右翼|
029421|内蒙|兴安盟 科尔沁右翼|
029422|内蒙|兴安盟 科尔沁右翼|
029423|内蒙|兴安盟 科尔沁右翼|
029424|内蒙|兴安盟 科尔沁右翼|
029425|内蒙|兴安盟 科尔沁右翼|
029427|内蒙|兴安盟 科尔沁右翼|
030000|山西|太原|
030001|山西|太原|
030002|山西|太原|
030003|山西|太原|
030006|山西|太原|
030008|山西|太原|
030009|山西|太原|
030012|山西|太原|
030013|山西|太原|
030021|山西|太原|
030022|山西|太原|
030023|山西|太原|
030024|山西|太原|
030025|山西|太原|
030027|山西|太原|
030031|山西|太原|
030032|山西|太原|
030041|山西|太原|
030043|山西|太原|
030044|山西|太原|
030045|山西|太原|
030051|山西|太原|
030052|山西|太原|
030053|山西|太原|
030054|山西|太原|
030056|山西|太原|
030062|山西|太原|
030063|山西|太原|
030100|山西|太原|
030101|山西|太原|
030102|山西|太原|
030103|山西|太原|
030104|山西|太原|
030106|山西|太原|
030107|山西|太原|
030200|山西|太原|
030201|山西|古交|
030202|山西|古交|
030203|山西|太原|
030204|山西|太原|
030205|山西|太原|
030206|山西|古交|
030207|山西|古交|
030208|山西|古交|
030209|山西|古交|
030210|山西|古交|
030211|山西|古交|
030300|山西|太原|
030301|山西|太原|
030302|山西|太原|
030303|山西|太原|
030304|山西|清徐县|
030305|山西|娄烦县|
030311|山西|太原|
030312|山西|娄烦县|
030400|山西|太原|
030401|山西|太原|
030402|山西|太原|
030403|山西|清徐县|
030404|山西|太原|
030405|山西|太原|
030406|山西|太原|
030407|山西|太原|
030500|山西|吕梁|
030501|山西|交城县|
030502|山西|交城县|
030503|山西|交城县|
030504|山西|交城县|
030505|山西|交城县|
030506|山西|交城县|
030507|山西|交城县|
030508|山西|交城县|
030509|山西|交城县|
030510|山西|交城县|
030600|山西|晋中|
030609|山西|晋中|
030610|山西|晋中|
030611|山西|晋中|
030612|山西|晋中|
030614|山西|榆次区|
030615|山西|晋中|
030616|山西|晋中|
030617|山西|晋中|
030618|山西|榆次区|
030619|山西|晋中|
030620|山西|晋中|
030621|山西|晋中|
030622|山西|晋中|
030800|山西|晋中|
030801|山西|晋中|
030802|山西|晋中|
030803|山西|晋中|
030804|山西|晋中|
030805|山西|晋中|
030806|山西|晋中|
030807|山西|晋中|
030808|山西|晋中|
030809|山西|晋中|
030810|山西|晋中|
030811|山西|晋中|
030900|山西|晋中|
030901|山西|晋中|
030902|山西|晋中|
030903|山西|晋中|
030904|山西|晋中|
030905|山西|晋中|
031100|山西|晋中|
031101|山西|晋中|
031102|山西|晋中|
031103|山西|晋中|
031104|山西|晋中|
031105|山西|晋中|
031106|山西|晋中|
031107|山西|晋中|
031108|山西|晋中|
031109|山西|晋中|
031300|山西|晋中|
031301|山西|晋中|
031302|山西|晋中|
031303|山西|晋中|
031304|山西|晋中|
031305|山西|晋中|
031306|山西|晋中|
031307|山西|晋中|
031308|山西|晋中|
031400|山西|临汾|
031401|山西|霍州|
031402|山西|临汾|
031403|山西|霍州|
031404|山西|临汾|
031405|山西|霍州|
031406|山西|霍州|
031408|山西|霍州|
031409|山西|灵石县|
031410|山西|霍州|
031411|山西|霍州|
031412|山西|霍州|
031500|山西|临汾|
031501|山西|汾西县|
031502|山西|汾西县|
031503|山西|汾西县|
031504|山西|汾西县|
031505|山西|汾西县|
031506|山西|汾西县|
031707|山西|榆社县|
031800|山西|晋中|
031801|山西|晋中|
031802|山西|晋中|
031803|山西|晋中|
031804|山西|晋中|
031805|山西|晋中|
031806|山西|晋中|
031807|山西|晋中|
031808|山西|晋中|
032000|山西|晋中|
032001|山西|晋中|
032002|山西|晋中|
032003|山西|晋中|
032004|山西|介休|
032005|山西|晋中|
032006|山西|晋中|
032007|山西|介休|
032100|山西|吕梁|
032101|山西|文水县|
032102|山西|文水县|
032103|山西|文水县|
032104|山西|文水县|
032105|山西|文水县|
032106|山西|文水县|
032107|山西|文水县|
032108|山西|文水县|
032109|山西|文水县|
032110|山西|文水县|
032111|山西|文水县|
032112|山西|文水县|
032113|山西|文水县|
032200|山西|吕梁|
032201|山西|吕梁|
032202|山西|吕梁|
032203|山西|吕梁|
032204|山西|吕梁|
032205|山西|吕梁|
032206|山西|吕梁|
032207|山西|汾阳|
032208|山西|吕梁|
032209|山西|吕梁|
032300|山西|吕梁|
032301|山西|吕梁|
032302|山西|吕梁|
032303|山西|吕梁|
032304|山西|孝义|
032305|山西|吕梁|
032306|山西|吕梁|
032307|山西|吕梁|
032308|山西|吕梁|
032400|山西|吕梁|
032401|山西|交口县|
032402|山西|交口县|
032403|山西|交口县|
032404|山西|交口县|
032405|山西|交口县|
032406|山西|交口县|
032407|山西|交口县|
032408|山西|交口县|
032410|山西|交口县|
032500|山西|吕梁|
032501|山西|吕梁|
032502|山西|吕梁|
032503|山西|吕梁|
032504|山西|吕梁|
032505|山西|吕梁|
032506|山西|吕梁|
032507|山西|石楼县|
032600|山西|晋中|
032601|山西|左权县|
032602|山西|晋中|
032603|山西|晋中|
032604|山西|晋中|
032605|山西|晋中|
032606|山西|晋中|
032607|山西|晋中|
032608|山西|左权县|
032609|山西|左权县|
032610|山西|晋中|
032611|山西|晋中|
032612|山西|晋中|
032613|山西|晋中|
032614|山西|晋中|
032615|山西|晋中|
032700|山西|晋中|
032701|山西|晋中|
032702|山西|晋中|
032703|山西|晋中|
032704|山西|晋中|
032705|山西|和顺县|
032706|山西|晋中|
032707|山西|晋中|
032708|山西|和顺县|
032709|山西|晋中|
032710|山西|晋中|
032711|山西|晋中|
032712|山西|晋中|
033000|山西|吕梁|
033100|山西|吕梁|
033101|山西|方山县|
033102|山西|方山县|
033103|山西|方山县|
033104|山西|方山县|
033105|山西|方山县|
033106|山西|方山县|
033200|山西|吕梁|
033201|山西|临县|
033202|山西|临县|
033203|山西|临县|
033204|山西|临县|
033205|山西|临县|
033206|山西|临县|
033207|山西|临县|
033208|山西|临县|
033209|山西|临县|
033210|山西|临县|
033211|山西|临县|
033212|山西|临县|
033213|山西|临县|
033214|山西|临县|
033215|山西|临县|
033216|山西|临县|
033300|山西|吕梁|
033301|山西|中阳县|
033302|山西|柳林县|
033303|山西|柳林县|
033304|山西|柳林县|
033305|山西|柳林县|
033306|山西|柳林县|
033307|山西|柳林县|
033308|山西|柳林县|
033309|山西|柳林县|
033311|山西|柳林县|
033312|山西|柳林县|
033313|山西|柳林县|
033400|山西|吕梁|
033401|山西|吕梁|
033402|山西|吕梁|
033403|山西|吕梁|
033404|山西|吕梁|
033405|山西|吕梁|
033406|山西|中阳县|
033500|山西|岚县|
033501|山西|岚县|
033502|山西|岚县|
033503|山西|岚县|
033504|山西|岚县|
033505|山西|岚县|
033506|山西|岚县|
033507|山西|岚县|
033600|山西|吕梁|
033601|山西|兴县|
033602|山西|吕梁|
033603|山西|吕梁|
033604|山西|兴县|
033605|山西|吕梁|
033606|山西|兴县|
033607|山西|吕梁|
033608|山西|吕梁|
033609|山西|吕梁|
033610|山西|兴县|
033611|山西|吕梁|
033612|山西|吕梁|
033613|山西|兴县|
034000|山西|忻州|
034001|山西|忻州|
034011|山西|忻州|
034012|山西|忻洲|
034014|山西|忻州|
034016|山西|忻州|
034017|山西|忻州|
034019|山西|忻州|
034021|山西|忻州|
034022|山西|忻州|
034023|山西|忻州|
034024|山西|忻洲|
034025|山西|忻州|
034026|山西|忻州|
034027|山西|忻州|
034028|山西|忻州|
034100|山西|忻州|
034101|山西|忻州|
034102|山西|忻州|
034104|山西|忻州|
034105|山西|忻州|
034106|山西|忻州|
034107|山西|忻州|
034108|山西|忻州|
034109|山西|原平|
034111|山西|忻州|
034112|山西|忻州|
034113|山西|忻州|
034114|山西|忻州|
034116|山西|忻州|
034117|山西|忻州|
034118|山西|忻州|
034200|山西|忻州|
034202|山西|忻州|
034203|山西|忻州|
034204|山西|忻州|
034205|山西|忻州|
034206|山西|代县|
034207|山西|忻州|
034208|山西|忻州|
034209|山西|忻州|
034211|山西|忻州|
034300|山西|忻州|
034301|山西|晋中|
034302|山西|忻州|
034303|山西|忻州|
034304|山西|忻州|
034305|山西|繁峙县|
034306|山西|忻州|
034307|山西|繁峙县|
034400|山西|大同|
034401|山西|大同|
034402|山西|大同|
034403|山西|大同|
034404|山西|大同|
034405|山西|大同|
034406|山西|大同|
034407|山西|大同|
034408|山西|大同|
035100|山西|忻州|
035101|山西|忻州|
035102|山西|静乐县|
035103|山西|静乐县|
035104|山西|静乐县|
035105|山西|静乐县|
035106|山西|静乐县|
035107|山西|忻州|
035108|山西|静乐县|
035400|山西|忻州|
035401|山西|定襄县|
035402|山西|定襄县|
035403|山西|忻州|
035404|山西|忻州|
035405|山西|定襄县|
035406|山西|定襄县|
035407|山西|忻州|
035408|山西|忻州|
035409|山西|忻州|
035411|山西|忻州|
035412|山西|忻州|
035500|山西|忻州|
035501|山西|五台县|
035502|山西|忻州|
035503|山西|忻州|
035504|山西|忻州|
035505|山西|忻州|
035506|山西|忻州|
035507|山西|忻州|
035508|山西|忻州|
035509|山西|五台县|
035511|山西|忻州|
035512|山西|忻州|
035513|山西|忻州|
035514|山西|忻州|
035515|山西|忻州|
036000|山西|朔州|
036100|山西|忻州|
036101|山西|忻州|
036102|山西|忻州|
036103|山西|忻州|
036104|山西|忻州|
036105|山西|忻州|
036106|山西|忻州|
036200|山西|忻州|
036201|山西|忻州|
036202|山西|忻州|
036203|山西|忻州|
036204|山西|忻州|
036205|山西|忻州|
036206|山西|忻州|
036300|山西|忻州|
036301|山西|忻州|
036302|山西|苛岚县|
036303|山西|忻州|
036304|山西|忻州|
036305|山西|苛岚县|
036306|山西|苛岚县|
036400|山西|忻州|
036401|山西|忻州|
036402|山西|忻州|
036403|山西|忻州|
036404|山西|忻州|
036405|山西|忻州|
036406|山西|忻州|
036407|山西|偏关县|
036408|山西|忻州|
036409|山西|忻州|
036411|山西|忻州|
036412|山西|忻州|
036413|山西|偏关县|
036414|山西|偏关县|
036500|山西|忻州|
036501|山西|忻州|
036502|山西|忻州|
036503|山西|忻州|
036505|山西|河曲县|
036506|山西|忻州|
036507|山西|忻州|
036508|山西|忻州|
036600|山西|忻州|
036601|山西|保德县|
036602|山西|忻州|
036603|山西|忻州|
036604|山西|忻州|
036605|山西|忻州|
036606|山西|忻州|
036607|山西|保德县|
036608|山西|保德县|
036609|山西|忻州|
036700|山西|宁武县|
036701|山西|忻州|
036702|山西|忻州|
036703|山西|忻州|
036704|山西|忻州|
036705|山西|忻州|
036706|山西|忻州|
036707|山西|忻州|
036708|山西|宁武县|
036709|山西|忻州|
036711|山西|宁武县|
036712|山西|忻州|
036800|山西|朔州|
036801|山西|平鲁区|
036802|山西|平鲁区|
036803|山西|平鲁区|
036804|山西|平鲁区|
036805|山西|平鲁区|
036806|山西|平鲁区|
036809|山西|平鲁区|
036810|山西|平鲁区|
036811|山西|平鲁区|
036812|山西|平鲁区|
036813|山西|平鲁区|
036814|山西|平鲁区|
036815|山西|平鲁区|
036816|山西|平鲁区|
036817|山西|平鲁区|
036900|山西|朔州|
036901|山西|山阴县|
036904|山西|山阴县|
036905|山西|山阴县|
036906|山西|山阴县|
036907|山西|山阴县|
037000|山西|大同|
037001|山西|大同|
037002|山西|大同|
037003|山西|大同|
037004|山西|大同|
037005|山西|大同|
037006|山西|大同|
037007|山西|大同|
037008|山西|大同|
037016|山西|大同|
037018|山西|大同|
037019|山西|大同|
037021|山西|大同|
037024|山西|大同|
037025|山西|大同|
037026|山西|大同|
037027|山西|大同|
037028|山西|大同|
037029|山西|大同|
037031|山西|大同|
037032|山西|大同|
037033|山西|大同|
037035|山西|大同|
037036|山西|大同|
037037|山西|大同|
037038|山西|大同|
037039|山西|大同|
037041|山西|大同|
037042|山西|大同|
037043|山西|大同|
037044|山西|大同|
037100|山西|大同|
037101|山西|大同|
037102|山西|大同|
037103|山西|大同|
037104|山西|大同|
037105|山西|左云县|
037200|山西|朔州|
037201|山西|右玉县|
037202|山西|右玉县|
037203|山西|右玉县|
037204|山西|右玉县|
037205|山西|右玉县|
037300|山西|大同|
037301|山西|大同|
037302|山西|大同|
037303|山西|大同|
037304|山西|大同|
037305|山西|大同|
037400|山西|大同|
037401|山西|大同|
037402|山西|大同|
037403|山西|大同|
037404|山西|大同|
037405|山西|大同|
037406|山西|大同|
037409|山西|大同|
037411|山西|大同|
037412|山西|大同|
037413|山西|大同|
037500|山西|大同|
037501|山西|大同|
037502|山西|大同|
037503|山西|大同|
037504|山西|广灵县|
037505|山西|大同|
037506|山西|大同|
037600|山西|朔州|
037601|山西|应县|
037603|山西|应县|
037604|山西|应县|
037605|山西|应县|
037606|山西|应县|
037607|山西|应县|
037608|山西|应县|
037609|山西|应县|
038100|山西|大同|
038101|山西|大同|
038102|山西|大同|
038103|山西|大同|
038104|山西|大同|
038105|山西|大同|
038106|山西|大同|
038107|山西|大同|
038108|山西|阳高县|
038109|山西|大同|
038111|山西|大同|
038112|山西|阳高县|
038113|山西|大同|
038114|山西|大同|
038115|山西|大同|
038200|山西|大同|
038201|山西|大同|
